miRNA	MIMATid	Gene	EntrezID	RefseqID	miRWalk	miRanda	miRDB	RNA22	Targetscan	SUM
hsa-miR-155-5p	MIMAT0000646	CELF1	10658	NM_001172639	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CD226	10666	XM_005266642	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	RRH	10692	NM_006583	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	POLD3	10714	NM_006591	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	MGEA5	10724	XM_005269453	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	FAM114A2	10827	NM_018691	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FAM114A2	10827	XM_005268364	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FAM114A2	10827	XM_005268363	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FAM114A2	10827	XM_005268359	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FAM114A2	10827	XM_005268362	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FAM114A2	10827	XM_005268361	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	TSPAN9	10867	NM_001168320	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	EDAR	10913	NM_022336	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	MSL3	10943	NM_078628	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	TOMM34	10953	XM_005260254	0	0	0	0	1	1
hsa-miR-155-5p	MIMAT0000646	SERINC3	10955	XM_005260255	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	LILRB4	11006	NM_001278426	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	LILRB4	11006	NM_001278428	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	CPSF6	11052	XM_005268591	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CPSF6	11052	XM_005268590	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CPSF6	11052	NM_007007	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CPSF6	11052	XM_005268589	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	TRIOBP	11078	NM_001039141	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	ATE1	11101	XM_005269462	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	ATE1	11101	XM_005269458	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	ATE1	11101	XM_005269459	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	ATE1	11101	XM_005269460	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	ATE1	11101	XM_005269461	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	ATE1	11101	XM_005269457	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PRDM5	11107	XM_005262707	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	IRAK3	11213	NM_001142523	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CA5B	11238	XM_005274442	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	KLF8	11279	NM_001159296	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MGAT4A	11320	NM_001160154	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MGAT4A	11320	XM_005263866	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CTRC	11330	NM_007272	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	SYNPO	11346	XM_005268368	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	IKZF2	22807	XM_005246386	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	IKZF2	22807	XM_005246385	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	IKZF2	22807	NM_016260	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	IKZF2	22807	XM_005246384	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	IKZF2	22807	NM_001079526	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	NLGN4Y	22829	NM_014893	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	FRMPD1	22844	NM_014907	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	FOXJ3	22887	XM_005270633	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FOXJ3	22887	XM_005270631	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FOXJ3	22887	NM_001198852	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FOXJ3	22887	XM_005270632	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FOXJ3	22887	NM_014947	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FOXJ3	22887	NM_001198850	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	TRAK1	22906	XM_005264959	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	FAN1	22909	NM_014967	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	CD93	22918	NM_012072	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	RIMS1	22999	NM_014989	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	GOLGA8A	23015	XM_005254239	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	GOLGA8A	23015	NM_181077	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	GOLGA8A	23015	XM_005254241	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	GOLGA8A	23015	XM_005254240	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	GOLGA8A	23015	XM_005254238	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SAMD4A	23034	XM_005267432	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	ZNF292	23036	XM_005248697	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	ZNF292	23036	XM_005248698	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MON2	23041	XM_005268736	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MON2	23041	XM_005268735	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MON2	23041	XM_005268734	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MON2	23041	XM_005268732	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MON2	23041	XM_005268731	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MON2	23041	NM_001278471	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MON2	23041	NM_001278470	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MON2	23041	NM_015026	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MON2	23041	NM_001278469	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	KIF21B	23046	NM_001252100	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	VWA8	23078	NM_015058	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	ZC3H13	23091	NM_015070	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	ZC3H13	23091	XM_005266312	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	ARHGAP26	23092	XM_005268398	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	KIF1B	23095	XM_005263433	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	RAP1GAP2	23108	XM_005256544	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	RAP1GAP2	23108	XM_005256545	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	RAP1GAP2	23108	XM_005256543	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	RAP1GAP2	23108	XM_005256541	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	RAP1GAP2	23108	NM_001100398	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	RAP1GAP2	23108	XM_005256542	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	RAP1GAP2	23108	XM_005256546	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	RAP1GAP2	23108	NM_015085	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	RAP1GAP2	23108	XM_005256547	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SPG20	23111	NM_015087	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	N4BP3	23138	NM_015111	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	DCUN1D4	23142	XM_005265735	0	0	0	0	1	1
hsa-miR-155-5p	MIMAT0000646	FAM120A	23196	XM_005251842	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FAM120A	23196	XM_005251843	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FAM120A	23196	NM_014612	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FAM120A	23196	XM_005251841	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FBXO28	23219	NM_001136115	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MGA	23269	XM_005254254	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MGA	23269	NM_001080541	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MGA	23269	XM_005254253	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MGA	23269	XM_005254252	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MGA	23269	XM_005254251	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MGA	23269	XM_005254250	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MGA	23269	XM_005254249	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MGA	23269	NM_001164273	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MGA	23269	XM_005254244	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MGA	23269	XM_005254245	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MGA	23269	XM_005254247	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MGA	23269	XM_005254246	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MGA	23269	XM_005254248	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	ANKS1A	23294	NM_015245	0	0	0	0	1	1
hsa-miR-155-5p	MIMAT0000646	ACSL6	23305	XM_005271941	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	USP22	23326	NM_015276	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	SASH1	23328	XM_005266876	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SASH1	23328	XM_005266875	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SASH1	23328	XM_005266874	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SASH1	23328	NM_015278	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SMCHD1	23347	NM_015295	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SMCHD1	23347	XM_005258102	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	USP24	23358	NM_015306	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	PSD3	23362	NM_206909	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PSD3	23362	XM_005273460	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	ARHGEF12	23365	NM_015313	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	AHCYL2	23382	XM_005250237	0	0	0	0	1	1
hsa-miR-155-5p	MIMAT0000646	SIRT5	23408	NM_012241	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SIRT5	23408	XM_005248969	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SIRT5	23408	XM_005248967	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SIRT5	23408	XM_005248968	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SIRT5	23408	NM_001242827	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SIRT5	23408	NM_001193267	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CAPN7	23473	XM_005265008	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CAPN7	23473	NM_014296	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	TTC9	23508	NM_015351	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	SLC39A14	23516	XM_005273467	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SLC39A14	23516	XM_005273465	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SLC39A14	23516	XM_005273466	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SLC39A14	23516	NM_001128431	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SLC39A14	23516	NM_015359	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SLC39A14	23516	NM_001135153	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	ACAP2	23527	NM_012287	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	NNT	23530	NM_012343	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	GTPBP4	23560	NM_012341	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	CLEC5A	23601	NM_013252	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	KPNA6	23633	NM_012316	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	EID1	23741	NM_014335	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	PPIL2	23759	XM_005261450	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	IFIT5	24138	NM_012420	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	TECPR1	25851	XM_005250254	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	C3orf17	25871	NM_015412	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	SETBP1	26040	NM_015559	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SETBP1	26040	XM_005258244	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	ERC2	26059	XM_005265036	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	APPL1	26060	NM_012096	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CHTOP	26097	NM_001206612	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	TANC2	26115	XM_005257201	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	SERBP1	26135	NM_001018067	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	RNF11	26994	NM_014372	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	BRPF3	27154	NM_015695	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	BRPF3	27154	XM_005249010	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	PCDH17	27253	NM_001040429	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PCDH17	27253	XM_005266357	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	RABGEF1	27342	XM_005250280	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	CECR5	27440	NM_033070	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	CDH19	28513	NM_001271028	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SCHIP1	29970	NM_014575	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	NOX4	50507	NM_001143836	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	NOX4	50507	NM_016931	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	TMED7	51014	NM_181836	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PHF20L1	51105	XM_005250938	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	NIN	51199	XM_005267737	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	NIN	51199	XM_005267736	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	NIN	51199	XM_005267735	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	NIN	51199	XM_005267734	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CRIM1	51232	NM_016441	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	MRPL27	51264	NM_016504	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	UCHL5	51377	XM_005245249	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	UCHL5	51377	XM_005245248	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	UCHL5	51377	XM_005245247	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	UCHL5	51377	NM_001199261	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	UCHL5	51377	NM_015984	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	UCHL5	51377	XM_005245245	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	UCHL5	51377	XM_005245246	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PCYOX1	51449	XM_005264362	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	NT5DC3	51559	NM_001031701	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	UFM1	51569	XM_005266418	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	UFM1	51569	NM_016617	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	GPRC5B	51704	XM_005255359	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	GPRC5B	51704	XM_005255358	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	GPRC5B	51704	NM_016235	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CNTN5	53942	NM_014361	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	CSNK1G1	53944	XM_005254466	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CSNK1G1	53944	XM_005254465	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	BRWD1	54014	NM_018963	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	BRWD1	54014	XM_005260994	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	GPR85	54329	XM_005250451	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SIAE	54414	NM_001199922	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SIAE	54414	NM_170601	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MTRF1L	54516	NM_019041	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	SDK2	54549	NM_001144952	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	ING3	54556	NM_019071	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	SGTB	54557	XM_005248548	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SPATA6	54558	XM_005270949	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SPATA6	54558	XM_005270948	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SPATA6	54558	XM_005270947	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	HES2	54626	XM_005263478	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	OTUD4	54726	NM_001102653	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	OTUD4	54726	XM_005263080	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	GRAMD1C	54762	NM_001172105	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	GRAMD1C	54762	XM_005247547	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	GRAMD1C	54762	XM_005247546	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	GRAMD1C	54762	XM_005247548	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	ZNF280D	54816	NM_001002844	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	BSPRY	54836	NM_017688	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	FNBP1L	54874	NM_017737	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FNBP1L	54874	NM_001164473	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PXK	54899	XM_005265250	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	WHSC1L1	54904	XM_005273548	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	UBE2R2	54926	XM_005251496	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	C1orf159	54991	XM_005244764	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	C1orf159	54991	XM_005244766	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	C1orf159	54991	NM_017891	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	C1orf159	54991	XM_005244765	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CDCA4	55038	XM_005267792	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	ATG2B	55102	NM_018036	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	SLC6A15	55117	NM_018057	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	BBS7	55212	NM_176824	0	0	0	0	1	1
hsa-miR-155-5p	MIMAT0000646	BBS7	55212	XM_005263106	0	0	0	0	1	1
hsa-miR-155-5p	MIMAT0000646	C11orf57	55216	NM_001082969	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	C11orf57	55216	NM_001082970	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SMU1	55234	XM_005251503	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	STEAP3	55240	NM_182915	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	STEAP3	55240	NM_001008410	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	STEAP3	55240	NM_018234	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	KIRREL	55243	XM_005245307	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	KIRREL	55243	XM_005245306	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	KIRREL	55243	XM_005245305	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	UQCC1	55245	NM_018244	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	PCMTD2	55251	XM_005260222	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PCMTD2	55251	XM_005260225	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PCMTD2	55251	NM_001104925	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PCMTD2	55251	XM_005260224	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PCMTD2	55251	NM_018257	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PCMTD2	55251	XM_005260223	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	STRBP	55342	NM_001171137	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CSGALNACT2	55454	NM_018590	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	NAGK	55577	NM_017567	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	CDKN2AIP	55602	XM_005263118	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	FAM46A	55603	XM_005248732	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	FAM46A	55603	NM_017633	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	THUMPD1	55623	NM_017736	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	PIGV	55650	NM_001202554	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	PRPF40A	55660	XM_005246678	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PRPF40A	55660	XM_005246680	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PRPF40A	55660	NM_017892	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PRPF40A	55660	XM_005246677	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PRPF40A	55660	XM_005246676	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PRPF40A	55660	XM_005246675	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	NPLOC4	55666	NM_017921	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	KANSL3	55683	XM_005263992	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	KANSL3	55683	XM_005263981	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	KANSL3	55683	XM_005263985	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	KANSL3	55683	XM_005263980	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	KANSL3	55683	XM_005263988	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CSGALNACT1	55790	NM_018371	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SCN3B	55800	NM_018400	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	ADAP2	55803	XM_005258010	0	0	0	0	1	1
hsa-miR-155-5p	MIMAT0000646	ADAP2	55803	NM_018404	0	0	0	0	1	1
hsa-miR-155-5p	MIMAT0000646	ITFG2	55846	NM_018463	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	ITFG2	55846	XM_005253708	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	AJAP1	55966	NM_018836	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	BAIAP2L1	55971	XM_005250495	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	SLC25A40	55972	NM_018843	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	NRIP3	56675	NM_020645	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	ZC3HAV1	56829	NM_020119	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	CDC42SE1	56882	NM_001038707	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	UGGT1	56886	NM_020120	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	PRDM11	56981	NM_001256695	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	TULP4	56995	NM_001007466	0	0	0	0	1	1
hsa-miR-155-5p	MIMAT0000646	TULP4	56995	NM_020245	0	0	0	0	1	1
hsa-miR-155-5p	MIMAT0000646	PDSS2	57107	XM_005267059	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	PDSS2	57107	XM_005267058	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	EPPIN	57119	NM_020398	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	KIAA1147	57189	NM_001080392	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	KIAA1143	57456	NM_020696	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	ISY1	57461	NM_001199469	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	ODF2L	57489	NM_001007022	0	0	0	1	0	1
hsa-miR-155-5p	MIMAT0000646	MKL2	57496	XM_005255457	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MKL2	57496	XM_005255456	1	0	0	0	0	1
hsa-miR-155-5p	MIMAT0000646	MKL2	57496	NM_014048	1	0	0	0	0	1
